age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,two_year_recid
32,F,Caucasian,Female,2,-1.0,1
21,M,Caucasian,Male,0,-1.0,0
24,M,African-American,Male,0,0.0,1
24,M,African-American,Male,1,-1.0,1
55,F,Hispanic,Male,2,-32.0,0
26,M,African-American,Male,0,-1.0,1
52,F,Caucasian,Male,8,0.0,0
27,M,African-American,Male,1,-1.0,0
27,M,Caucasian,Female,0,0.0,0
56,F,Caucasian,Male,0,-1.0,0
52,F,Caucasian,Male,16,-4.0,1
37,F,African-American,Male,3,-1.0,1
45,M,African-American,Male,0,-6.0,0
23,M,African-American,Male,1,-39.0,0
36,F,Caucasian,Female,3,-27.0,1
29,F,African-American,Female,0,-3.0,0
21,F,Hispanic,Male,0,-5.0,0
20,M,Other,Male,3,-1.0,1
27,F,African-American,Male,11,-1.0,0
28,F,African-American,Male,11,0.0,1
38,M,African-American,Male,4,-1.0,0
30,F,Other,Male,0,-1.0,0
19,F,African-American,Female,1,-1.0,1
37,F,Caucasian,Female,1,-1.0,0
34,M,African-American,Male,0,-1.0,1
37,F,Caucasian,Male,7,-1.0,1
21,F,African-American,Male,1,-1.0,0
21,F,African-American,Male,0,-1.0,1
38,F,Caucasian,Female,3,-1.0,0
47,M,African-American,Male,1,0.0,0
56,F,Caucasian,Male,3,-1.0,0
27,F,African-American,Male,2,-1.0,1
23,M,African-American,Male,0,-1.0,0
57,F,Caucasian,Male,0,-2.0,0
25,F,African-American,Male,9,-17.0,0
23,F,African-American,Female,2,16.0,1
32,F,African-American,Male,8,0.0,1
36,M,African-American,Female,2,-2.0,0
41,M,African-American,Male,5,-1.0,0
31,F,Hispanic,Male,2,-69.0,0
39,F,Other,Female,0,-1.0,0
21,F,African-American,Male,1,-1.0,1
43,F,Caucasian,Male,8,35.0,1
31,M,African-American,Male,2,-1.0,0
37,M,Caucasian,Male,0,-2.0,0
27,F,African-American,Male,0,-1.0,0
22,F,African-American,Male,2,-22.0,1
59,F,Caucasian,Male,2,-19.0,0
33,F,African-American,Female,0,-1.0,1
39,F,Caucasian,Male,21,-216.0,0
43,F,African-American,Female,2,-1.0,0
25,F,Caucasian,Male,5,-1.0,1
36,M,African-American,Male,19,90.0,1
23,F,African-American,Male,3,-1.0,1
43,M,Caucasian,Female,3,9.0,1
56,M,Caucasian,Male,9,-24.0,1
20,F,African-American,Female,1,-1.0,1
50,M,African-American,Male,2,-28.0,1
24,M,Other,Male,2,-49.0,1
54,M,Caucasian,Female,1,-4.0,0
20,F,African-American,Male,1,-1.0,1
36,M,Other,Male,3,-1.0,1
36,F,African-American,Female,3,0.0,1
56,M,African-American,Male,0,-1.0,0
25,M,African-American,Male,28,-55.0,1
25,F,African-American,Male,2,-1.0,0
42,F,Caucasian,Female,1,-1.0,1
48,F,African-American,Male,4,-1.0,0
34,M,African-American,Male,21,-1.0,1
28,F,Caucasian,Male,0,-1.0,0
32,F,Caucasian,Male,1,-1.0,0
31,F,Caucasian,Female,2,-1.0,0
24,F,African-American,Female,4,-1.0,1
25,F,Caucasian,Female,0,0.0,1
32,F,Caucasian,Female,4,-1.0,0
37,F,African-American,Male,20,0.0,1
24,F,African-American,Male,1,-1.0,1
48,M,African-American,Male,0,0.0,0
25,F,African-American,Male,9,43.0,1
35,F,African-American,Male,1,0.0,0
21,F,African-American,Male,1,-1.0,1
21,F,African-American,Female,0,-1.0,1
27,F,Caucasian,Female,0,-1.0,1
22,F,African-American,Male,0,-1.0,0
28,F,African-American,Male,4,0.0,0
26,M,African-American,Male,0,-1.0,0
23,M,Other,Male,0,-1.0,1
34,F,Caucasian,Male,0,-1.0,0
22,F,African-American,Male,3,-1.0,0
30,F,Other,Male,5,-1.0,1
44,F,Caucasian,Male,5,0.0,0
57,F,Caucasian,Male,1,-1.0,0
22,F,African-American,Male,0,-1.0,1
24,F,African-American,Male,7,-1.0,1
20,F,Caucasian,Male,0,-1.0,0
35,F,Caucasian,Male,2,-50.0,0
53,M,Hispanic,Male,1,-8.0,1
60,F,African-American,Male,13,-13.0,0
22,F,African-American,Female,2,-1.0,0
43,M,Hispanic,Male,0,-1.0,0
72,F,Caucasian,Male,7,-1.0,0
33,F,African-American,Male,3,-1.0,1
24,F,African-American,Male,1,-1.0,1
60,F,African-American,Male,0,-1.0,0
24,F,Caucasian,Male,3,-1.0,1
30,M,African-American,Male,1,-5.0,0
43,M,Caucasian,Female,0,-1.0,0
48,M,Hispanic,Male,1,-8.0,0
54,M,Other,Male,0,0.0,0
45,M,African-American,Male,1,-1.0,0
36,F,Other,Male,0,-1.0,0
31,M,Caucasian,Male,1,0.0,0
40,M,African-American,Male,0,-1.0,0
50,F,Caucasian,Male,1,-4.0,0
26,M,Other,Female,1,-24.0,0
41,F,African-American,Male,7,0.0,0
34,F,Caucasian,Male,5,-1.0,1
28,F,Caucasian,Female,0,-1.0,0
30,F,African-American,Male,1,-48.0,0
23,F,Caucasian,Male,2,0.0,1
37,M,Hispanic,Female,0,-2.0,1
35,M,Hispanic,Male,5,-1.0,0
21,F,Caucasian,Male,1,-1.0,1
45,F,African-American,Male,1,-70.0,0
22,M,African-American,Female,2,-1.0,1
29,F,African-American,Male,6,-1.0,1
30,M,African-American,Female,0,-2.0,0
45,M,Caucasian,Male,3,-1.0,1
24,F,African-American,Female,2,-1.0,0
31,F,Caucasian,Male,4,0.0,1
56,M,Caucasian,Male,0,-1.0,0
44,F,Hispanic,Female,4,-85.0,1
24,F,African-American,Male,14,-1.0,1
38,F,African-American,Male,11,-1.0,0
51,F,African-American,Male,22,-1.0,1
22,F,Caucasian,Male,0,-1.0,0
28,M,African-American,Male,5,-1.0,0
47,F,African-American,Male,19,-1.0,1
51,M,African-American,Male,0,-1.0,1
25,M,Caucasian,Male,1,0.0,0
53,F,Hispanic,Male,1,-1.0,0
30,F,African-American,Male,0,-1.0,0
33,F,Caucasian,Male,0,0.0,1
35,F,African-American,Male,5,-1.0,1
33,F,African-American,Female,0,-1.0,0
59,M,Other,Male,1,-25.0,0
33,F,Caucasian,Female,1,-1.0,0
27,F,African-American,Male,2,-1.0,1
29,F,African-American,Female,9,-1.0,1
26,F,Native American,Male,11,64.0,1
24,F,African-American,Male,3,-1.0,1
43,F,African-American,Male,5,-1.0,0
37,M,African-American,Male,11,-1.0,1
53,F,African-American,Male,13,-1.0,0
43,F,African-American,Male,4,-39.0,0
26,F,African-American,Male,4,0.0,1
30,M,Caucasian,Female,1,-27.0,0
27,F,African-American,Male,6,0.0,1
39,F,Caucasian,Male,9,-1.0,1
37,M,Caucasian,Male,4,0.0,1
22,M,Caucasian,Male,3,0.0,1
25,F,Caucasian,Male,0,-1.0,0
26,F,Hispanic,Male,1,0.0,0
28,M,Caucasian,Female,0,-2.0,0
25,M,African-American,Male,0,-1.0,1
58,F,Caucasian,Male,1,-1.0,0
29,M,Caucasian,Female,1,-2.0,1
33,F,African-American,Male,8,0.0,0
38,F,African-American,Male,0,-1.0,0
38,F,Caucasian,Male,2,-21.0,0
59,F,African-American,Male,22,-1.0,1
29,M,Other,Male,4,-1.0,1
53,M,Caucasian,Male,0,-1.0,1
33,F,African-American,Male,2,-1.0,1
58,M,Caucasian,Male,1,-1.0,0
25,F,African-American,Male,11,126.0,1
53,F,Caucasian,Male,2,-1.0,0
32,M,Caucasian,Male,0,-1.0,1
35,F,African-American,Male,6,-1.0,1
39,F,Caucasian,Male,1,-1.0,0
36,M,Hispanic,Male,1,-14.0,0
42,M,Caucasian,Female,5,-1.0,1
37,M,African-American,Male,0,-1.0,0
39,F,Caucasian,Male,0,-1.0,0
52,M,Caucasian,Female,3,-25.0,0
60,M,Other,Male,1,-1.0,0
37,M,Hispanic,Male,2,-1.0,0
42,F,Caucasian,Male,4,-1.0,1
23,F,African-American,Male,6,0.0,1
42,M,African-American,Female,0,-1.0,1
28,F,Caucasian,Female,2,-36.0,0
28,F,African-American,Male,5,0.0,0
38,F,Caucasian,Male,12,-1.0,0
43,F,African-American,Female,2,-1.0,1
42,F,African-American,Male,0,-1.0,0
25,M,Caucasian,Female,0,-1.0,0
32,F,African-American,Male,7,0.0,1
21,F,African-American,Male,0,0.0,1
35,M,Caucasian,Female,1,-30.0,0
37,F,Caucasian,Male,0,-1.0,0
33,F,African-American,Female,2,0.0,0
51,F,Caucasian,Female,4,-11.0,0
39,F,Caucasian,Male,3,-1.0,0
35,M,Hispanic,Male,5,-1.0,1
40,F,African-American,Male,3,-1.0,0
32,F,African-American,Male,17,0.0,1
18,F,Caucasian,Male,4,85.0,1
32,F,Caucasian,Male,3,0.0,1
37,M,Other,Male,0,-1.0,0
32,F,African-American,Male,10,-1.0,1
47,M,Caucasian,Male,5,0.0,1
23,M,Caucasian,Female,0,-1.0,0
63,F,Caucasian,Male,10,0.0,1
38,F,African-American,Male,16,-1.0,1
32,M,African-American,Male,6,-1.0,1
31,F,African-American,Male,4,-1.0,1
23,F,African-American,Male,0,0.0,0
38,M,Hispanic,Male,1,-1.0,0
47,M,Caucasian,Female,0,-3.0,0
33,F,Caucasian,Male,1,-1.0,1
22,F,Caucasian,Male,1,-11.0,0
26,M,Caucasian,Male,1,318.0,0
40,M,Caucasian,Male,0,-1.0,1
36,F,African-American,Male,14,-1.0,1
65,M,Caucasian,Female,0,0.0,0
44,M,Caucasian,Male,4,-231.0,1
22,M,African-American,Female,0,-1.0,0
34,M,Hispanic,Male,0,0.0,0
38,F,Hispanic,Female,0,-1.0,0
26,F,Caucasian,Female,4,-2.0,1
20,M,Hispanic,Male,0,-1.0,1
49,F,Hispanic,Male,0,-3.0,0
56,F,African-American,Male,7,-167.0,0
52,F,Caucasian,Male,2,0.0,1
25,M,Other,Male,2,-1.0,1
34,F,African-American,Male,5,-1.0,0
33,M,African-American,Male,1,-1.0,1
21,F,African-American,Male,1,-1.0,0
46,F,African-American,Male,9,-1.0,0
22,M,African-American,Male,2,250.0,1
57,M,Caucasian,Male,1,-1.0,0
22,F,African-American,Male,2,0.0,1
48,M,Caucasian,Female,1,-1.0,1
40,F,African-American,Male,21,-1.0,0
30,F,African-American,Female,1,-1.0,0
21,M,Caucasian,Male,4,-1.0,1
39,F,African-American,Female,22,-1.0,1
27,F,Caucasian,Male,13,-175.0,1
33,M,Caucasian,Female,0,-1.0,1
24,F,African-American,Male,0,0.0,0
43,F,African-American,Male,0,-1.0,1
45,M,Caucasian,Female,0,0.0,0
51,F,African-American,Male,3,-18.0,0
35,F,African-American,Female,2,-95.0,1
31,M,African-American,Male,9,-1.0,1
27,M,Caucasian,Male,0,-1.0,0
32,F,African-American,Male,1,-1.0,0
49,M,Caucasian,Male,0,-3.0,0
29,F,African-American,Male,2,-1.0,0
23,F,African-American,Male,2,-1.0,1
30,M,Asian,Male,6,-1.0,0
55,F,African-American,Male,12,-69.0,1
30,M,Caucasian,Male,0,0.0,0
34,F,African-American,Male,13,-1.0,1
56,F,Caucasian,Male,2,-39.0,0
33,F,African-American,Male,4,0.0,0
28,M,African-American,Male,1,-1.0,0
29,F,African-American,Male,1,-1.0,0
38,M,Caucasian,Male,0,-1.0,0
37,F,Caucasian,Male,0,-1.0,0
33,M,Caucasian,Female,0,-1.0,1
30,F,Hispanic,Male,0,0.0,0
51,F,African-American,Male,19,-1.0,0
65,M,African-American,Male,7,-1.0,0
32,M,African-American,Female,1,-1.0,0
38,F,Caucasian,Male,5,-2.0,1
35,F,African-American,Male,1,-1.0,0
57,F,Caucasian,Male,1,-26.0,0
26,F,Caucasian,Male,1,0.0,0
23,M,Hispanic,Female,7,-228.0,1
36,M,African-American,Female,4,-1.0,1
33,F,Hispanic,Female,2,-10.0,1
35,F,Caucasian,Male,3,-1.0,1
33,F,African-American,Male,0,-1.0,0
47,M,Caucasian,Male,0,0.0,0
53,M,Hispanic,Female,0,-1.0,0
35,M,Caucasian,Male,1,-15.0,1
36,F,African-American,Female,1,-1.0,1
25,M,Caucasian,Female,0,-1.0,0
52,F,Hispanic,Male,10,0.0,0
23,M,Hispanic,Male,3,249.0,1
34,M,African-American,Male,7,-245.0,0
51,F,Caucasian,Male,6,0.0,1
24,F,African-American,Male,8,-1.0,1
32,F,Caucasian,Male,0,-1.0,1
43,F,African-American,Male,8,-1.0,1
45,M,African-American,Male,20,-1.0,0
42,M,African-American,Male,10,-1.0,1
22,F,African-American,Male,1,-1.0,1
49,F,African-American,Male,4,-26.0,0
42,F,African-American,Male,0,-3.0,1
40,M,Caucasian,Male,0,-1.0,1
25,F,African-American,Male,2,-1.0,1
25,M,Caucasian,Male,0,-1.0,1
23,F,African-American,Male,0,-1.0,0
21,F,Caucasian,Male,2,-1.0,1
31,M,Caucasian,Male,3,0.0,0
28,M,African-American,Female,0,0.0,0
24,F,African-American,Male,11,-1.0,1
45,F,Caucasian,Male,0,0.0,0
23,M,African-American,Male,2,-1.0,1
39,F,African-American,Male,7,0.0,1
25,F,Caucasian,Male,2,-63.0,0
24,F,African-American,Male,1,-1.0,0
46,F,Caucasian,Male,1,-1.0,0
47,F,Caucasian,Male,3,-1.0,0
54,M,Caucasian,Male,2,66.0,1
22,M,African-American,Male,1,-1.0,1
34,M,Caucasian,Female,0,-2.0,0
33,M,Caucasian,Male,0,0.0,1
29,F,African-American,Male,16,-1.0,1
34,M,Hispanic,Male,3,-6.0,0
32,F,African-American,Male,1,-115.0,0
29,M,African-American,Male,0,0.0,0
25,M,Caucasian,Female,2,-1.0,1
34,F,Caucasian,Male,16,-1.0,1
55,F,African-American,Female,1,-1.0,0
27,F,African-American,Male,0,-1.0,1
26,M,African-American,Male,0,-1.0,0
39,F,African-American,Male,19,-1.0,1
24,F,African-American,Male,1,0.0,0
29,M,Caucasian,Male,0,0.0,0
31,F,Caucasian,Female,3,468.0,1
50,F,African-American,Male,13,0.0,1
25,F,Hispanic,Male,2,-1.0,1
31,F,African-American,Male,4,-12.0,1
31,M,Other,Male,0,-1.0,0
26,F,Caucasian,Male,2,-1.0,0
54,F,Caucasian,Male,2,0.0,0
33,F,African-American,Male,14,-1.0,1
22,M,African-American,Male,0,-1.0,1
35,F,African-American,Male,8,0.0,0
30,F,Other,Female,4,-27.0,1
25,F,African-American,Male,0,-1.0,0
25,F,African-American,Male,0,0.0,0
44,F,African-American,Male,0,-1.0,1
29,F,Caucasian,Female,2,-1.0,1
46,F,Caucasian,Male,2,-23.0,1
53,M,Caucasian,Male,0,0.0,0
24,F,African-American,Male,2,-1.0,1
52,F,African-American,Female,2,-1.0,1
27,M,African-American,Male,0,-1.0,1
41,F,Caucasian,Male,0,-1.0,0
21,F,African-American,Female,0,-2.0,1
24,F,Caucasian,Male,1,0.0,0
38,F,Caucasian,Male,8,-32.0,0
23,M,Caucasian,Male,0,-1.0,0
42,F,African-American,Male,0,-1.0,0
32,F,Caucasian,Male,4,-47.0,0
24,M,Hispanic,Male,3,597.0,1
24,F,African-American,Male,5,-1.0,1
26,F,African-American,Male,4,-1.0,1
50,F,Caucasian,Male,9,-1.0,1
32,M,African-American,Female,3,-1.0,0
40,F,African-American,Male,13,-1.0,0
25,M,Caucasian,Male,1,-81.0,1
42,F,Hispanic,Male,1,-118.0,0
27,F,African-American,Male,2,0.0,0
23,F,Caucasian,Male,0,-1.0,1
37,M,African-American,Male,22,-1.0,1
32,M,African-American,Male,1,-1.0,1
38,M,African-American,Male,2,43.0,1
52,M,Caucasian,Male,4,-1.0,1
29,F,Caucasian,Male,2,-1.0,0
49,M,African-American,Male,0,0.0,0
50,F,Caucasian,Male,0,-2.0,0
26,F,Caucasian,Male,2,0.0,1
34,F,Caucasian,Female,0,-1.0,1
28,F,Caucasian,Female,1,-1.0,0
36,F,Caucasian,Male,4,74.0,1
45,F,African-American,Male,1,-48.0,1
30,F,African-American,Male,0,0.0,1
24,F,African-American,Male,3,-1.0,1
25,M,African-American,Male,0,0.0,1
25,M,African-American,Male,4,-1.0,1
45,F,Caucasian,Male,2,-1.0,0
26,F,Caucasian,Male,1,-1.0,1
37,F,Other,Male,2,-1.0,0
24,M,Hispanic,Male,0,-1.0,0
40,M,Caucasian,Male,2,-1.0,0
33,F,Hispanic,Female,0,-2.0,0
53,F,Hispanic,Male,18,0.0,0
55,M,Hispanic,Male,0,-7.0,0
30,F,Other,Male,6,-1.0,1
21,F,African-American,Male,1,-15.0,1
55,M,Caucasian,Male,0,-1.0,0
22,F,Caucasian,Male,1,-1.0,1
23,F,African-American,Female,1,-6.0,0
24,M,Caucasian,Female,7,-125.0,1
40,F,African-American,Female,13,752.0,1
57,F,Caucasian,Male,9,-1.0,1
33,M,Caucasian,Male,0,-2.0,1
32,F,Caucasian,Male,2,0.0,0
47,F,Caucasian,Male,3,-1.0,0
51,M,Caucasian,Male,6,11.0,1
22,F,African-American,Male,1,-1.0,0
47,F,Caucasian,Male,2,-1.0,0
28,F,Caucasian,Male,1,-21.0,1
21,F,African-American,Male,1,117.0,1
28,F,African-American,Male,5,-1.0,0
44,M,Caucasian,Female,1,0.0,1
25,F,African-American,Male,0,0.0,1
34,M,African-American,Male,4,-1.0,0
65,M,Caucasian,Male,0,0.0,0
33,F,Caucasian,Male,5,0.0,1
23,M,Caucasian,Female,0,-1.0,0
44,M,Caucasian,Female,0,-2.0,0
21,F,Hispanic,Male,1,88.0,1
24,M,African-American,Male,1,-1.0,0
51,M,Caucasian,Male,1,-1.0,0
21,F,African-American,Female,0,-1.0,1
39,F,Caucasian,Male,6,-1.0,0
29,F,African-American,Male,29,-1.0,1
24,F,Caucasian,Male,1,-5.0,0
23,F,African-American,Female,0,-1.0,1
31,F,African-American,Male,11,0.0,1
35,M,African-American,Female,0,-1.0,0
30,F,Other,Male,0,-1.0,0
34,F,Caucasian,Male,8,-104.0,0
39,F,African-American,Female,4,-3.0,0
29,M,African-American,Male,6,702.0,0
51,M,Caucasian,Male,0,-1.0,0
22,F,Caucasian,Male,1,-1.0,0
29,F,Caucasian,Male,2,-24.0,0
35,F,Caucasian,Male,8,-259.0,1
32,F,Caucasian,Male,6,-1.0,1
33,M,Caucasian,Male,3,-16.0,1
58,F,Caucasian,Male,5,-1.0,1
54,F,Other,Male,0,-1.0,0
30,F,African-American,Male,3,-166.0,0
33,F,African-American,Male,2,-1.0,1
24,F,African-American,Male,0,63.0,1
48,F,African-American,Male,10,0.0,0
23,M,African-American,Male,0,-1.0,0
23,F,Caucasian,Male,2,-1.0,1
47,M,Asian,Male,1,0.0,0
21,F,Other,Male,0,-1.0,0
29,M,African-American,Male,0,-1.0,1
48,F,Caucasian,Male,2,-1.0,0
37,M,Caucasian,Male,4,-1.0,1
50,F,Caucasian,Male,3,-1.0,0
19,F,African-American,Male,3,-1.0,1
49,F,African-American,Male,13,-1.0,0
58,F,Caucasian,Male,2,-1.0,0
31,F,African-American,Male,6,0.0,0
23,M,African-American,Male,1,-1.0,0
23,F,African-American,Female,0,0.0,1
31,F,Caucasian,Male,17,-1.0,1
33,F,Other,Male,0,-1.0,1
57,F,Caucasian,Male,6,-23.0,0
31,M,Caucasian,Female,0,-3.0,0
57,F,African-American,Male,19,-1.0,0
57,M,Caucasian,Male,12,0.0,0
29,M,African-American,Male,6,-1.0,1
30,M,African-American,Male,0,0.0,1
45,F,African-American,Male,11,-1.0,0
42,F,Caucasian,Male,0,0.0,0
48,F,Other,Male,7,-1.0,0
29,F,African-American,Male,12,0.0,1
23,F,Caucasian,Male,0,521.0,0
28,F,Caucasian,Female,0,-1.0,0
25,M,African-American,Male,1,-1.0,1
34,M,Caucasian,Female,3,-1.0,0
28,F,African-American,Female,1,-87.0,1
27,F,African-American,Male,0,-1.0,0
39,F,African-American,Male,4,0.0,0
55,F,Caucasian,Female,6,1001.0,0
27,F,African-American,Male,4,-1.0,1
30,F,Caucasian,Male,7,-1.0,1
31,M,African-American,Male,15,-1.0,1
20,M,African-American,Male,1,-1.0,1
26,F,Caucasian,Male,2,-1.0,1
44,F,African-American,Male,7,-49.0,1
34,F,Caucasian,Male,0,-1.0,1
27,M,Caucasian,Male,0,-1.0,0
21,F,African-American,Male,1,-414.0,1
29,F,African-American,Male,4,-1.0,0
27,F,African-American,Male,7,-1.0,0
24,F,Caucasian,Female,0,-1.0,0
29,F,African-American,Male,0,-1.0,1
20,F,Caucasian,Male,0,-1.0,0
23,F,Caucasian,Female,0,-1.0,0
48,M,African-American,Female,0,0.0,0
34,M,African-American,Male,0,0.0,1
46,M,African-American,Male,1,-1.0,1
41,F,Caucasian,Female,3,-1.0,0
26,F,African-American,Male,3,-1.0,1
37,F,African-American,Male,11,-1.0,1
54,F,Caucasian,Female,7,-98.0,0
22,F,Caucasian,Female,2,-1.0,0
32,F,African-American,Male,7,-1.0,0
44,M,African-American,Male,0,-1.0,0
28,F,African-American,Male,1,-90.0,0
60,M,African-American,Male,3,-1.0,0
49,F,Caucasian,Male,0,0.0,0
32,F,African-American,Male,9,-59.0,0
30,M,African-American,Male,10,0.0,1
52,F,Caucasian,Male,0,-1.0,0
34,F,African-American,Male,0,-1.0,0
55,F,African-American,Male,5,-1.0,1
33,M,African-American,Male,0,-1.0,0
22,F,African-American,Male,0,-1.0,1
27,M,African-American,Female,0,0.0,0
20,F,African-American,Male,0,-1.0,1
33,F,Caucasian,Male,0,-1.0,0
26,M,African-American,Male,0,-1.0,0
29,M,African-American,Male,0,-1.0,0
32,M,African-American,Male,1,0.0,0
37,M,Caucasian,Male,4,0.0,0
31,F,African-American,Male,15,0.0,0
29,F,African-American,Male,6,-1.0,1
31,F,African-American,Male,6,0.0,0
36,F,Caucasian,Female,2,-1.0,0
35,M,African-American,Male,4,-309.0,0
37,F,African-American,Female,1,-11.0,0
34,M,Caucasian,Male,5,-1.0,1
20,M,Caucasian,Male,1,-1.0,1
50,M,African-American,Female,12,316.0,1
24,F,Caucasian,Male,8,-1.0,1
29,M,African-American,Male,8,-1.0,1
45,F,African-American,Female,1,-4.0,0
34,F,Caucasian,Male,2,-1.0,1
70,M,African-American,Male,0,-1.0,0
26,F,African-American,Male,2,607.0,0
23,F,African-American,Male,4,-1.0,0
27,M,Caucasian,Male,5,-12.0,0
44,F,Caucasian,Male,6,-1.0,1
23,M,African-American,Male,2,334.0,1
26,M,African-American,Male,0,-1.0,0
23,M,Caucasian,Female,2,-1.0,0
27,F,African-American,Male,3,-1.0,1
46,F,Caucasian,Female,1,-1.0,0
27,F,African-American,Female,1,0.0,0
45,F,Caucasian,Male,7,-1.0,0
42,M,African-American,Male,1,-12.0,0
24,M,Caucasian,Female,3,-1.0,1
20,F,African-American,Male,2,-1.0,1
49,F,Caucasian,Male,3,0.0,0
29,M,Caucasian,Male,8,149.0,1
29,F,Hispanic,Male,0,0.0,0
52,F,Caucasian,Female,1,-8.0,0
37,M,Hispanic,Male,4,0.0,1
26,M,African-American,Male,1,-1.0,0
53,F,African-American,Male,15,-1.0,1
47,F,Hispanic,Male,1,-27.0,0
38,M,African-American,Male,0,-1.0,1
25,F,African-American,Male,1,0.0,0
21,F,African-American,Male,1,-1.0,1
48,M,African-American,Male,0,0.0,0
40,F,Caucasian,Female,1,-55.0,0
24,F,Other,Female,0,-1.0,0
22,F,African-American,Male,0,-1.0,1
38,M,Caucasian,Male,2,0.0,0
23,F,Other,Male,0,0.0,1
54,M,Other,Male,2,-1.0,0
24,F,Hispanic,Male,1,0.0,0
44,M,Caucasian,Female,0,-1.0,1
64,M,Caucasian,Male,0,-1.0,0
38,M,Caucasian,Male,5,-18.0,1
45,M,Other,Female,0,-1.0,0
49,F,African-American,Male,1,-1.0,0
33,M,Asian,Male,0,-1.0,0
44,F,Hispanic,Male,2,-1.0,0
51,F,African-American,Male,3,-1.0,0
50,F,African-American,Male,0,0.0,0
33,M,Caucasian,Male,2,-22.0,0
54,M,Caucasian,Female,0,-1.0,0
28,F,Hispanic,Male,3,-1.0,1
33,F,Caucasian,Male,14,-78.0,0
42,M,African-American,Male,17,-1.0,1
34,F,Caucasian,Male,3,-1.0,0
38,F,Caucasian,Male,2,-1.0,1
21,F,African-American,Male,1,-1.0,1
33,F,African-American,Male,5,0.0,0
32,M,African-American,Male,9,-1.0,1
45,M,Caucasian,Male,1,0.0,0
30,F,Caucasian,Male,1,-1.0,1
29,F,African-American,Female,0,-1.0,0
44,M,African-American,Male,3,-86.0,0
51,M,Caucasian,Female,0,-1.0,1
28,F,African-American,Female,0,-1.0,0
27,F,Caucasian,Male,1,-1.0,0
28,F,Hispanic,Male,16,-1.0,1
30,F,African-American,Female,0,0.0,0
32,M,African-American,Male,0,-1.0,0
27,F,Caucasian,Male,5,-1.0,0
21,F,Hispanic,Male,1,-1.0,1
21,F,African-American,Male,0,-1.0,0
34,F,Caucasian,Female,0,-1.0,1
24,F,African-American,Male,7,-1.0,1
32,M,Caucasian,Male,0,-1.0,0
38,F,Caucasian,Female,5,-1.0,1
56,M,African-American,Male,3,-28.0,0
44,M,African-American,Female,0,-1.0,0
31,M,African-American,Male,1,-1.0,1
25,F,Caucasian,Female,6,-1.0,0
20,M,African-American,Female,0,-1.0,0
35,M,African-American,Male,1,-1.0,0
33,F,African-American,Male,1,-1.0,1
24,M,African-American,Male,0,-1.0,0
40,M,Hispanic,Female,2,-7.0,0
27,F,African-American,Male,9,0.0,1
21,M,African-American,Female,2,-72.0,0
38,F,African-American,Male,9,-1.0,1
20,F,Caucasian,Male,0,-1.0,1
30,F,African-American,Male,9,-1.0,1
36,F,Caucasian,Male,9,0.0,1
23,M,African-American,Male,2,-1.0,1
39,F,African-American,Male,21,-1.0,1
29,F,Caucasian,Male,3,-1.0,1
58,M,Caucasian,Male,2,-1.0,1
23,F,Hispanic,Male,2,-1.0,0
23,M,Caucasian,Male,3,-1.0,1
68,F,African-American,Female,5,-4.0,0
26,M,Caucasian,Female,2,0.0,0
51,F,African-American,Male,0,-1.0,1
25,M,African-American,Male,0,-1.0,0
40,F,African-American,Male,5,0.0,1
51,F,African-American,Male,14,-11.0,0
27,M,African-American,Male,2,-1.0,1
49,M,African-American,Male,11,-1.0,1
36,M,Other,Male,0,-1.0,0
28,M,Caucasian,Male,5,-76.0,0
20,F,African-American,Male,0,-4.0,0
21,F,African-American,Male,2,0.0,1
31,F,African-American,Female,0,0.0,0
57,M,African-American,Male,0,0.0,0
61,F,Caucasian,Female,8,0.0,1
35,F,Hispanic,Male,3,-23.0,1
54,F,African-American,Male,3,-1.0,1
39,F,Caucasian,Male,0,-1.0,0
24,F,African-American,Male,1,-1.0,0
29,F,Hispanic,Female,0,-1.0,1
48,F,African-American,Male,8,-1.0,1
30,M,African-American,Male,6,0.0,1
26,F,African-American,Male,10,-1.0,1
37,F,African-American,Male,12,0.0,1
26,F,African-American,Male,4,0.0,1
29,M,African-American,Male,7,0.0,1
26,M,African-American,Male,1,-1.0,1
60,F,African-American,Male,2,0.0,0
27,F,Caucasian,Male,2,-1.0,1
41,F,African-American,Male,16,379.0,1
22,F,Caucasian,Male,1,-1.0,0
28,F,African-American,Male,3,0.0,0
33,F,African-American,Male,13,0.0,1
28,F,African-American,Male,2,-1.0,0
55,M,Caucasian,Male,0,-1.0,1
21,F,African-American,Male,6,-19.0,1
28,F,Hispanic,Male,2,-1.0,1
22,M,Hispanic,Female,0,-1.0,0
29,F,Caucasian,Female,6,-2.0,1
45,F,African-American,Male,5,230.0,0
24,M,African-American,Male,2,0.0,1
50,F,African-American,Male,12,-22.0,1
24,M,African-American,Male,1,-1.0,1
47,F,African-American,Male,1,-1.0,0
54,F,Caucasian,Male,6,0.0,0
42,M,Caucasian,Female,0,-1.0,0
35,F,Caucasian,Male,5,-20.0,0
30,F,African-American,Male,0,-1.0,1
53,F,Caucasian,Male,1,-1.0,0
31,M,African-American,Female,2,-1.0,0
31,F,African-American,Male,0,-1.0,1
23,F,Other,Male,4,-1.0,0
47,F,African-American,Male,9,-1.0,0
24,M,African-American,Male,9,-1.0,1
